Species,Individual,X,Y,Z,Length,Ration,Energy,Cost,Behavior,Landscape,RMR,Active
1,24,32.25111559576064,79.21154395466118,48.22171358476749,226.39722399946737,44.069465535848806,115913.24592129217,172.31235613602098,0.0,18710.767884309535,149.39623405737962,1.6034985623057436
2,1,85.53403514874269,60.29746210328967,3.7795740366598167,91.57895029138072,0.0,7670.899822064914,9.555790159198402,0.0,14100.929994385611,9.555790159198402,0.0
2,2,73.4578677102562,67.49492314332431,59.234251200744964,219.88340407330156,42.340490145686736,106281.75068003297,71.38223312264701,0.0,17974.96897808915,49.365178246889904,1.8411066047639946
2,3,2.1751485210710966,12.866272001747406,25.5061406728141,215.89570782485615,45.86266516679181,100593.51783301836,83.39963113793078,0.0,17858.927261455865,59.55104525119906,0.0
2,5,20.3122280566719,46.41445752965328,74.11193839888833,202.52446101526675,40.40385488364503,83049.33716302253,58.8182121491597,0.0,20059.08949000894,37.80820760966428,1.3551697388763189
2,6,45.962806334437936,14.392573937948383,26.523632827669886,127.97175242501541,0.0,20942.812684308083,14.826131443996582,0.0,17867.566969261126,14.826131443996582,0.0
2,7,2.1751485210710966,12.866272001747406,25.5061406728141,221.0744424067475,46.865183454068365,108006.79799253467,87.78918396822,0.0,17185.62926910841,63.41928857210444,0.0
2,8,36.75167927788235,80.99758663187595,1.0,95.21883796601774,0.0,8618.431558831746,14.705411926987221,0.0,14161.311463776834,14.705411926987221,0.0
2,9,59.40241416571477,96.68899933866919,42.264607665805656,36.59547238454977,0.0,489.6777095131311,0.4193226175988837,0.0,17530.02439174054,0.4193226175988837,0.0
2,10,87.24578814328085,51.6679617003581,74.69355417939164,130.55793528161055,27.031865424502598,22254.08896251923,26.928380601830522,0.0,21392.576792940705,12.871810581089171,2.7487323599539
2,11,40.653598470851406,53.32662986207013,29.65078988879478,192.02341866040337,0.0,70765.87818382058,38.90414019900142,0.0,17241.983534861778,38.90414019900142,0.0
2,13,89.8192536072348,98.07559134458673,56.50776739681056,233.9730000172365,0.0,128033.12881381024,51.56397188048129,0.0,15754.73644810961,51.56397188048129,0.0
2,14,69.9967515573923,17.23860609701938,30.87337801644964,143.95801420173638,0.0,29813.628914333713,20.10017486966525,0.0,17778.557043617882,20.10017486966525,0.0
2,15,22.68489622702703,69.06385796680779,66.72778348798812,174.74143650718258,0.0,53332.85597594248,23.68963133772771,0.0,19505.246429468836,23.68963133772771,0.0
2,16,74.47799629226515,44.195933421160035,19.2268439136998,234.1163467942179,43.02160325395297,128250.79021077395,112.48698692242289,0.0,16898.7510332955,90.11575323036733,2.601496722789653
2,17,2.1751485210710966,12.866272001747406,25.5061406728141,99.02721459860062,22.74765831398857,9710.994108312203,20.501863890661006,0.0,17073.588376643223,8.673081567386948,3.0676585123993663
2,18,14.559936484937829,61.61615073585731,54.67033681442781,233.23010030089782,42.43575997758771,126828.15257531038,82.78085713755172,0.0,19403.06923544582,60.71426194920612,2.776115223739275
3,2,30.101086210697204,10.332474028358263,60.173519154203234,51.466515186436745,0.0,1359.724402154854,3.5217768710908812,0.0,20523.175013275144,3.5217768710908812,0.0
3,3,22.15190141713116,78.6000512084442,42.69922311077465,247.67932850473147,0.0,151800.94109897836,138.06623867124438,0.0,17690.344020319804,138.06623867124438,0.0
3,4,2.1751485210710966,12.866272001747406,25.5061406728141,136.2392208619784,32.193732105930366,25254.776569624457,64.94965588695426,0.0,17143.439727430843,48.208915191870474,0.0
3,5,59.9901052757304,67.6157382523822,10.037714963740605,246.05682774107257,45.54011504704099,148723.7070170642,294.3865600945987,0.0,16466.262242111243,270.7057002701373,2.453181728253878
3,6,86.81743827077693,43.30620525113807,15.001018201063943,149.97727974925778,28.03792150219843,33659.59843065284,103.10564442513599,0.0,14245.67707289384,88.52592524399282,3.663039073772894
3,7,8.116162863550757,21.14066852437544,78.48291339304289,72.68022924216159,0.0,3832.1425065191265,7.129350258249235,0.0,21864.75998826855,7.129350258249235,0.0
3,8,19.93270230266191,9.992189639709338,130.12649853044087,26.312067782743252,0.0,181.86379856450594,0.30120129559802133,0.0,22996.430650568338,0.30120129559802133,0.0
3,9,73.4578677102562,67.49492314332431,59.234251200744964,160.09628273608303,30.090618771226595,40996.328272268824,67.75199449322095,0.0,19613.99776106491,52.104872732183125,3.261010385182177
3,10,88.44646403098105,3.66931728294555,82.30471831075704,84.8393501398889,0.0,6096.858670448266,9.636242274291533,0.0,20772.20433153651,9.636242274291533,0.0
3,11,2.1751485210710966,12.866272001747406,25.5061406728141,133.51038488565075,31.781268579623518,23767.529223816706,62.508687545423804,0.0,17865.198809218695,45.98242788401957,0.0
3,12,52.43784735238026,64.01612776903191,81.48380103726846,155.22389966281676,0.0,37363.31406111394,37.04484252889708,0.0,20201.219206810732,37.04484252889708,0.0
3,13,97.71503883041458,0.6696945863467696,93.06645596166474,134.72176262423403,0.0,24426.765495135543,25.17153921502317,0.0,20685.091291723296,25.17153921502317,0.0
3,15,81.11426065014865,82.65645240903959,52.773725397140495,38.93164834296878,0.0,588.4237286128002,1.652848263862792,0.0,18663.100892243667,1.652848263862792,0.0
3,17,94.47894133859205,55.78160204976047,63.26404640581765,103.64534919793222,21.97794558200458,11123.801779571597,32.13105252282879,0.0,19194.93555962851,20.702520820186407,4.013201556855967
3,18,58.500594740608136,81.23107252897638,92.87205834271998,144.39274859906718,28.519112205483424,30087.0360520121,46.31108083769008,0.0,21389.65712863592,31.481142490838693,2.946872047106221
3,19,27.256772514900195,8.222927259554924,64.62096786252975,44.366918006594176,0.0,870.9216437743262,2.407158073162467,0.0,20756.966949661688,2.407158073162467,0.0
3,20,77.03374287580891,20.2571418485601,64.47008509095387,169.48744619604048,31.50614333643706,48634.17407259279,84.28640432344307,0.0,18950.640095204115,67.90320978849579,3.200826567638588
3,21,40.041190292177816,70.72201909175094,49.18897968709996,164.1731551299331,0.0,44198.3567049984,50.94627303777902,0.0,18483.898603707865,50.94627303777902,0.0
3,23,34.97132638634709,16.303447608167797,66.11953669607104,118.38615501603803,0.0,16567.47852072642,24.67459795602216,0.0,20905.967385967106,24.67459795602216,0.0
3,24,72.34588691303246,83.20437803828392,42.31901457665649,151.64864836952952,0.0,34830.69944099844,44.41420588856773,0.0,17940.844905357357,44.41420588856773,0.0
3,25,14.559936484937829,61.61615073585731,54.67033681442781,171.80310195928826,34.03739782956801,50667.32727297922,76.6391466291029,0.0,19096.847737430242,58.93969975772753,2.038180865923203
3,26,2.1751485210710966,12.866272001747406,25.5061406728141,36.988936865402586,19.355572800248943,506.07577290471494,12.354959340698707,0.0,20534.16445416693,2.2900614845692564,0.0
3,27,35.49231637425713,1.6668955875959846,44.691979355510234,67.1345412841666,0.0,3018.3161737707765,7.468909049600162,0.0,19299.704635269307,7.468909049600162,0.0
3,28,2.1751485210710966,12.866272001747406,25.5061406728141,186.40886808944177,40.4258043966098,64692.944052956846,121.33127360638748,0.0,17976.92788523803,100.30985532015039,0.0
3,29,46.89218974776479,36.97124418315841,53.27204300250119,39.45593696422506,0.0,612.3163530981919,1.9222162373453877,0.0,20560.867743259198,1.9222162373453877,0.0
3,30,36.28790014586507,48.609535144688685,20.47596635094492,186.92673658650747,32.5274499022667,65216.599627710406,131.12948089754872,0.0,15336.499068978685,114.21520694837004,3.9439490237918733
3,31,53.17745231548341,92.12300375911909,104.52565129949802,164.09119722914926,0.0,44150.333979229494,32.73216792954103,0.0,20532.21762378908,32.73216792954103,0.0
3,32,54.19296809894326,46.53056638500145,36.26946361864007,191.98907422602767,0.0,70679.51811964391,87.27953597738068,0.0,17994.18342874902,87.27953597738068,0.0
3,33,63.13199950846769,9.06592888375527,75.28936931102876,49.16666121031832,0.0,1186.0234834533462,2.5120004773982285,0.0,20952.11069014417,2.5120004773982285,0.0
3,34,67.8069864568177,19.953634052979975,57.46544460515119,94.87483495479424,0.0,8523.822024669473,16.08416865469418,0.0,20190.522750102202,16.08416865469418,0.0
3,35,14.770031601668787,90.20747844341909,26.854459392220377,79.08771109747067,0.0,4935.080427819204,11.749960678841537,0.0,16451.188609107543,11.749960678841537,0.0
3,36,94.53638592866362,81.22041654883286,48.58611996396418,120.49912235144686,0.0,17472.514141553784,24.004800938612263,0.0,16990.229278324565,24.004800938612263,0.0
4,1,77.06127789773883,32.47940947294917,57.38482636560368,222.87648460374817,41.771486040074414,110566.83325206004,186.4413639255846,0.0,17980.298634308136,164.7201911847459,2.306749889994777
4,2,76.15196925705352,42.637344759229734,33.339522555836,216.42627294044073,0.0,101228.91994023096,145.86401547578217,0.0,17045.254265639807,145.86401547578217,0.0
4,3,2.1751485210710966,12.866272001747406,25.5061406728141,46.479719803129925,20.40009368895159,1004.1312979906281,14.930231956483539,0.0,18199.296227961328,4.322183238228713,0.0
4,4,32.25111559576064,79.21154395466118,48.22171358476749,40.263649607671674,0.0,650.1239555538581,2.614822218916296,0.0,19413.799030848306,2.614822218916296,0.0
4,5,2.1751485210710966,12.866272001747406,25.5061406728141,167.69662094952727,37.20896142220936,47095.29820833129,101.81724004333917,0.0,18320.13445730375,82.4685801037903,0.0
4,6,2.1751485210710966,12.866272001747406,25.5061406728141,199.43525944862122,39.68142890690465,79211.57520626787,152.3293511890398,0.0,19384.290655468907,131.6950081574494,1.4448393208229569
4,7,2.1751485210710966,12.866272001747406,25.5061406728141,91.36342433640557,25.850764608486703,7618.338774134096,33.86854925632684,0.0,16067.436452947626,20.426151659913753,0.0
4,9,93.40918969188239,95.6589484764243,8.721291573203807,216.18165657422213,0.0,100880.6905888184,150.744379172919,0.0,11821.184581250624,150.744379172919,0.0
4,11,34.83171030541362,65.46887372313556,85.84719403519992,139.9602906677652,30.900180779254196,27386.212891592208,61.34482389731878,0.0,21870.851664682123,45.2767298921066,1.1365153959323093
4,12,7.8797929986459625,3.140489064893759,62.940386440013,120.55849011328098,0.0,17488.073500051465,34.31885122304919,0.0,20437.933022058543,34.31885122304919,0.0
4,14,31.218922659770023,84.14574057948212,31.294056874289833,121.13605478528594,0.0,17740.80375577145,34.632807338363975,0.0,17833.282939416924,34.632807338363975,0.0
4,16,61.84559006686966,11.377937620795485,6.725696228120576,155.50014294578003,0.0,37517.057669583235,83.33477445301283,0.0,13929.543209187494,83.33477445301283,0.0
4,17,2.1751485210710966,12.866272001747406,25.5061406728141,59.71212065624359,21.918162789840498,2129.0579664255038,19.08384963380435,0.0,12704.426296753787,7.686404983087286,0.0
4,18,59.813050481937246,67.52238640420788,60.06159351204835,142.67015169315457,0.0,28993.21290364512,46.9714482744843,0.0,20324.927084225346,46.9714482744843,0.0
4,19,40.33140903511665,67.40528117233093,7.0488928959293276,38.315569163130256,0.0,559.483311608946,3.0209844361856386,0.0,14711.570051249288,3.0209844361856386,0.0
4,20,2.1751485210710966,12.866272001747406,25.5061406728141,135.5068580743976,32.0826872594489,24846.782693521538,67.2164137447874,0.0,19099.630878514246,50.533416369873976,0.0
4,21,17.954065684309406,34.469993025505076,42.62842358242845,167.71157917247115,0.0,47098.73512517139,73.79221214770254,0.0,18057.781481328224,73.79221214770254,0.0
4,22,32.25111559576064,79.21154395466118,48.22171358476749,226.26232535612505,42.52169476493737,115701.00767132296,175.69666358031586,0.0,18560.065275017158,153.58538230254845,2.2397121325562455
4,23,58.500594740608136,81.23107252897638,92.87205834271998,139.77306591915467,26.015961641584433,27270.70837456512,62.08652679406518,0.0,21873.74937188156,48.55822674044127,4.104213959050491
4,24,49.126429662744705,4.6337237642806395,51.64520100904466,207.63361011086525,0.0,89403.96075050926,110.45166001485802,0.0,18719.624313661756,110.45166001485802,0.0
4,25,1.9110249578059957,72.06067095812156,86.98653049668701,227.65555769289384,0.0,117856.13539827947,131.03102733427446,0.0,20323.56497142567,131.03102733427446,0.0
5,2,8.26570969939101,46.027610634605274,11.130322287656433,167.2804379469479,0.0,46773.35306460202,36.305186687422236,0.0,15071.649862046914,36.305186687422236,0.0
5,3,2.1751485210710966,12.866272001747406,25.5061406728141,137.5192153364414,32.38842659745435,26004.558899228676,34.82349914784906,0.0,19102.42419369056,17.981517317172802,0.0
5,4,39.242295241423385,84.94045493592434,42.05265497771895,19.127295299505548,0.0,69.9026835785297,0.07518147533187249,0.0,13873.885690529034,0.07518147533187249,0.0
5,5,2.1751485210710966,12.866272001747406,25.5061406728141,92.34350501025479,25.97950700257788,7874.428865635122,19.75568074162265,0.0,18787.234778926504,6.246337100282155,0.0
5,6,2.1751485210710966,12.866272001747406,25.5061406728141,133.53701614637345,31.78527677356914,23811.125520643367,33.160324709864526,0.0,13469.361414263229,16.631980787608573,0.0
5,7,14.559936484937829,61.61615073585731,54.67033681442781,202.53351809377173,37.07518473416826,83054.73866260175,61.23313752612977,0.0,18697.81961835706,41.95404146436228,2.891885109399564
5,8,81.11426065014865,82.65645240903959,52.773725397140495,198.96055979043317,40.45871247560695,78741.98868195029,57.61316425503338,0.0,17270.384254468896,36.574633767717756,1.042807108192079
5,9,2.1751485210710966,12.866272001747406,25.5061406728141,139.5511306672049,32.69910201526039,27173.910162395576,35.69909898500768,0.0,17920.71814266217,18.695565937072274,0.0
5,10,34.83171030541362,65.46887372313556,85.84719403519992,176.33113758403047,32.16685976941465,54815.02959000384,43.19613003841516,0.0,19809.7665289673,26.469362958319543,3.3639391061368977
5,11,45.86353060072154,59.02842589253612,61.69756863003876,228.83530430120123,42.139904653128646,119794.03811805169,79.07387421203606,0.0,20136.838007021448,57.16112379240916,2.5849258858725443
5,12,46.467824066412376,15.952567437642184,78.18621009223853,164.83234164943315,29.76595382925331,44777.0343036819,37.18578634069901,0.0,19288.003566974814,21.70749034948729,3.792972386506229
5,13,14.559936484937829,61.61615073585731,54.67033681442781,41.474628809759025,13.420457701449338,713.4236852680424,7.698722508389327,0.0,20794.516837287843,0.7200845036356704,6.474511063382047
5,15,2.1751485210710966,12.866272001747406,25.5061406728141,73.19440964916366,17.466561205934212,3921.333115383735,13.322440690593444,0.0,15672.231351111179,4.239828863507652,5.160421877512963
5,16,86.81743827077693,43.30620525113807,15.001018201063943,18.72196026353129,0.0,65.51736487823771,0.10531430832487149,0.0,11401.569284718098,0.10531430832487149,0.0
5,17,72.64858192337218,74.36894409577333,50.022517023307586,214.29852713409227,0.0,98370.88653318536,43.26633229171682,0.0,18058.98488072062,43.26633229171682,0.0
5,18,46.467824066412376,15.952567437642184,78.18621009223853,120.04743821812473,26.469794523239255,17300.501412681766,22.506234791681795,0.0,21067.66187297799,8.741941639597382,2.2337487278222827
5,19,73.4578677102562,67.49492314332431,59.234251200744964,185.10890542125497,33.503823603767934,63410.83069635608,50.807606606678505,0.0,17979.855106484094,33.385618332719176,3.330003146395668
5,20,62.59868700365253,40.043343185816624,83.0001695226778,100.16660485508532,18.539124550911954,10050.06477430362,17.051428529263635,0.0,22102.156457986657,7.411083762789419,6.278748457250887
5,21,93.45659911966528,52.095531588620645,82.67523052723757,80.2412063947306,0.0,5163.274574741319,3.176826641762845,0.0,21122.378680590777,3.176826641762845,0.0
5,22,96.04268648251097,0.9940880500481031,57.167685597449804,42.48331115558462,0.0,766.1074394205854,0.6448388860234335,0.0,18712.540395754062,0.6448388860234335,0.0
5,23,3.444531972457987,54.76151526484936,24.435533268227545,193.50323740354727,0.0,72411.39333486515,42.996946165170364,0.0,16590.31513570979,42.996946165170364,0.0
5,24,2.1751485210710966,12.866272001747406,25.5061406728141,18.9010762705559,7.816773014945287,67.52422429495984,4.157307535933487,0.0,11801.950128123022,0.09258556816193725,0.0
5,25,27.4485776811624,18.66895617679748,61.67750988016141,104.59176507560875,0.0,11434.78876994367,6.961814090434684,0.0,20791.120654118004,6.961814090434684,0.0
5,26,76.48443408337154,41.369038471294914,53.06847177754284,218.08662854013488,0.0,103674.44333040237,51.43379779572314,0.0,18326.91527483512,51.43379779572314,0.0
5,27,68.07879231424442,28.600091572167273,26.97115152763283,155.6962067103335,0.0,37717.52793583063,25.270297775860662,0.0,16319.011758205732,25.270297775860662,0.0
5,28,44.89232296105419,98.65713456130584,94.34081412006861,106.18287755461772,0.0,11966.334270008141,5.5765098202818555,0.0,21581.82906958156,5.5765098202818555,0.0
5,29,22.577460470256185,77.29868180308883,51.67275449602119,30.011154320185305,0.0,270.06603790455273,0.23524073130161305,0.0,19796.10314273942,0.23524073130161305,0.0
5,30,70.7274171558208,45.24213063580326,7.161046900290188,152.44589553324096,0.0,35394.78812516247,33.258505468733745,0.0,14507.880221945348,33.258505468733745,0.0
5,31,71.75781398689985,19.56457191893466,81.20059558882929,47.738521867852604,0.0,1087.238913478163,0.7059932246546465,0.0,21483.171672611516,0.7059932246546465,0.0
5,32,1.6601925715144406,11.473573148065764,59.34618004288065,64.41483651950463,0.0,2670.8583620462537,1.8878748886918633,0.0,20356.471078139493,1.8878748886918633,0.0
5,33,29.834595208832692,72.59279216447003,53.78671446910075,54.39274394598015,0.0,1608.1187260867032,1.1290015540728717,0.0,20180.79782758864,1.1290015540728717,0.0
5,34,49.92050824942107,36.30537220132302,75.82180434856889,143.39563844793935,0.0,29470.4268403685,15.027610343428485,0.0,21717.52370531232,15.027610343428485,0.0
6,1,12.868976977480262,72.42931134754991,72.14679689951925,110.49156711261296,0.0,13471.776658033456,17.460797805567836,0.0,20920.630225787125,17.460797805567836,0.0
6,2,46.467824066412376,15.952567437642184,78.18621009223853,80.67891010589543,15.984692605448261,5249.1410090746695,18.303758524439967,0.0,20791.03779156615,9.991718369606872,6.937806512936755
6,3,2.1751485210710966,12.866272001747406,25.5061406728141,39.63787075445488,19.643427716425624,622.7746864348422,12.906408779865217,0.0,21520.326895310267,2.691826367323892,0.0
6,4,39.526331172433316,96.19987579719907,74.56173085247997,102.50276627874855,0.0,10755.674477948502,14.103692065588909,0.0,20911.994999352548,14.103692065588909,0.0
6,5,59.96553464379679,93.5174113244412,56.148247787410384,109.15733330342806,26.663479589579616,13000.18781164526,32.92496105366908,0.0,19687.037482254338,19.059951667087677,1.1266768258178785
6,6,2.1751485210710966,12.866272001747406,25.5061406728141,90.90852590195716,25.791154417689413,7506.658350606005,32.14072928477139,0.0,18704.418339891912,18.72932898757289,0.0
6,7,45.86353060072154,59.02842589253612,61.69756863003876,210.67609058985946,39.226944281144995,93429.46364141068,117.11396411424218,0.0,19263.824796401477,96.71595308804679,2.5140453656517106
6,8,2.1751485210710966,12.866272001747406,25.5061406728141,126.20537199327106,30.694487035500583,20076.15100765916,56.277570490822946,0.0,17643.05616757195,40.31643723236264,0.0
6,9,10.66672153250896,87.90107533925422,32.38581651521966,130.19551512306498,0.0,22035.13752105116,34.13780311776288,0.0,17770.67839096955,34.13780311776288,0.0
6,10,47.91961750583875,31.601863353235004,70.41899566891084,130.00380987235158,0.0,21941.209439327205,30.72222256459391,0.0,21188.0022088898,30.72222256459391,0.0
6,11,86.81743827077693,43.30620525113807,15.001018201063943,177.22727776977518,32.9446689075817,55554.76012439635,144.40050842098248,0.0,14360.851826494454,127.26928058903997,3.0292200512386533
6,12,99.4571493442722,53.47703559428515,61.3975816689264,93.01089648756434,0.0,8032.269624533364,14.128018374195621,0.0,19344.24804788366,14.128018374195621,0.0
6,13,8.249235346284555,27.172917325151314,67.78922349087293,147.9307178831522,0.0,32333.679121744193,38.73552235925355,0.0,20875.291388335278,38.73552235925355,0.0
6,14,2.1751485210710966,12.866272001747406,25.5061406728141,103.90174682912127,27.530168563146,11204.41101294809,39.908076742307756,0.0,21465.610248979632,25.592389089471833,0.0
6,15,72.07524198550279,28.7556448877641,91.73465630115814,39.694871814869195,0.0,623.8480320512707,1.617254829551236,0.0,22078.228816014136,1.617254829551236,0.0
6,16,1.3315251527481697,44.48877423800614,29.55389802316693,57.149232993638414,0.0,1860.8736877239942,5.640167932582962,0.0,18634.791616842514,5.640167932582962,0.0
6,17,54.072568911382824,69.81139072020987,22.29580505725354,156.20573159289,0.0,38053.69394932778,60.864742371558606,0.0,15310.121123407474,60.864742371558606,0.0
6,18,3.1521830212019486,12.444734976517546,2.4317883966139533,132.95875973419618,27.792081364962552,23394.93895184937,137.34494299058318,0.0,15611.679890781686,122.89306068080265,2.464634949563734
6,19,2.1751485210710966,12.866272001747406,25.5061406728141,18.851703139749876,7.7556762892115385,66.99644780660005,4.506928995345877,0.0,10942.49659874541,0.4739773249558765,0.0
6,20,2.1751485210710966,12.866272001747406,25.5061406728141,172.50347173675095,38.018379811656104,51267.19196695465,103.45690123234361,0.0,20055.32029054474,83.68734373028244,0.0
6,21,46.89218974776479,36.97124418315841,53.27204300250119,200.5738833934637,36.7304322267415,80609.85243185755,117.516015461267,0.0,18090.260050034696,98.41619070336141,2.9083420911386475
6,22,17.513392540910054,1.7478109615036042,72.31721320336376,120.47091286200356,0.0,17460.85597475136,23.377758050433886,0.0,21125.68624938174,23.377758050433886,0.0
6,23,2.1751485210710966,12.866272001747406,25.5061406728141,89.85334071546502,25.65323522210495,7248.508171707572,31.564899981166327,0.0,18252.495450357237,18.225217665671753,0.0
6,24,47.48118717030566,41.74398845918644,54.524335643935885,114.35803294735011,0.0,14932.779592402174,22.68915362704916,0.0,20594.960000967356,22.68915362704916,0.0
6,25,51.258405147091736,18.888812743833828,41.36218831091315,72.31782105140633,0.0,3772.708363761313,9.417669261893753,0.0,19246.124963864808,9.417669261893753,0.0
6,26,59.96553464379679,93.5174113244412,56.148247787410384,104.29133333017268,22.16303253422349,11334.668365787278,30.93156333177933,0.0,18547.654056956475,19.406786413983113,3.930214880391366
6,28,64.75539525054856,20.6996728971517,84.46623799349454,173.35874714798308,0.0,52049.96063993154,49.98607402287661,0.0,20435.22390945045,49.98607402287661,0.0
6,29,93.15598417178022,12.984953707604207,38.97203859520795,149.37997944360427,0.0,33279.43626155604,53.77739406637887,0.0,17567.879984495557,53.77739406637887,0.0
6,30,86.00545380401071,79.56055673998083,69.26646011132178,15.189809719470482,0.0,34.88070600803153,0.16679046084918736,0.0,15183.627905074361,0.16679046084918736,0.0
6,32,2.1751485210710966,12.866272001747406,25.5061406728141,176.56463245451513,33.46256469466983,54959.863366497935,117.74596142208142,0.0,14171.812139145097,100.34542778085311,2.711738108652979
6,33,96.5713069348366,68.06546991292957,76.70090012020421,165.86995931205925,0.0,45591.10379809148,44.43835870204357,0.0,19120.82939708299,44.43835870204357,0.0
6,34,89.82987164338108,4.9202243953522125,85.189158877475,95.82827560968565,19.040745006262576,8792.935070867235,26.072193151389406,0.0,20968.083026242904,16.171005748132863,5.597410192625299
6,35,2.1751485210710966,12.866272001747406,25.5061406728141,182.30642977088038,39.705292958599856,60514.530486553114,115.87317571633226,0.0,14616.454855016149,95.22642337786033,0.0
6,36,50.575894439449954,93.79498899382618,60.08978999176301,110.38274279075563,0.0,13431.058614444035,18.36100303278353,0.0,20115.971496797138,18.36100303278353,0.0
6,37,2.1751485210710966,12.866272001747406,25.5061406728141,38.747430120741804,19.546348946642347,581.7397113975961,12.716725741662744,0.0,18725.26451988246,2.552624289408723,0.0
6,38,2.1751485210710966,12.866272001747406,25.5061406728141,54.22369574602007,21.279689323509473,1594.2900802533056,16.663829002233808,0.0,15277.0249133291,5.598390554008881,0.0
6,39,2.1751485210710966,12.866272001747406,25.5061406728141,65.5373228361025,22.60964939694128,2814.9202166809646,20.474625270029318,0.0,18733.837862036024,8.717607583619852,0.0
6,40,73.7465751757658,95.04758230829438,41.99918660934064,234.360609818837,0.0,128600.45256249783,121.86732052322677,0.0,15839.167030227136,121.86732052322677,0.0
6,41,2.1751485210710966,12.866272001747406,25.5061406728141,50.24116901521691,20.82424460793141,1268.1750601520334,15.512854706047147,0.0,14640.016722344697,4.684247509922813,0.0
6,42,2.1751485210710966,12.866272001747406,25.5061406728141,36.75199443624369,19.329962590361404,496.4125314595585,12.307505889635635,0.0,20840.998019721013,2.2559253426477044,0.0
6,43,36.28790014586507,48.609535144688685,20.47596635094492,14.887895246450956,3.8200391190427605,32.99893418890195,2.244392871246206,0.0,15752.78724948128,0.2579725293439701,0.0
6,44,27.256772514900195,8.222927259554924,64.62096786252975,230.41390088272104,43.66994812750747,122224.18917835117,147.52424591549254,0.0,19798.163510657658,124.81587288918867,2.0693691699082737
7,1,57.343463757600624,25.901445475896146,31.03496259412134,233.35833474028414,0.0,126902.23474484036,175.6422991983719,0.0,17420.04647904435,175.6422991983719,0.0
7,2,33.99043059550758,84.30008827197926,40.222640390476926,196.8452869567477,0.0,76171.94306880582,101.80060179772676,0.0,17534.12266790912,101.80060179772676,0.0
