"","species_no","mu1","mu2","mu3","sigma1","sigma2","sigma3","lambda1","lambda2","lambda3"
"23",23,562.301542090745,398.074293571426,825.028710837396,62.9983997788742,63.2206287947961,78.0354568486721,0.364999405795028,0.497606857356646,0.137393736848327
"24",24,459.677086519174,854.222756808874,784.53295862347,132.835776432873,75.9000953385368,47.0021134018999,0.776509834990393,0.126091312747255,0.0973988522623522
"25",25,298.696440614365,592.908511164319,708.790791373582,57.5205099180158,144.024119477429,118.597508218938,0.16738845825731,0.511058304461753,0.321553237280937
"26",26,543.784873339004,497.775014008327,861.804815172281,18.5306113039475,85.5049062277866,3.64890994448399,0.335199601644044,0.317661768601435,0.347138629754521
"27",27,449.121579245946,759.464329408943,659.092923404035,48.6840522743301,5.01337428811566,7.93985692686369,0.509499296046679,0.209535758556541,0.280964945396779
"28",28,406.827719340557,514.961200376792,731.523316702752,80.8372654397365,5.30247600854126,87.1164502094554,0.507666732798018,0.251181553773108,0.241151713428875
"29",29,353.31921173729,463.251839125618,766.445131437296,38.3582053841836,34.9154751181504,130.896101073161,0.395775640295202,0.104895731646658,0.49932862805814
"30",30,418.262299520587,540.820287137703,866.922594578876,65.4166276154014,42.0877146287151,52.3777073651278,0.387170825335093,0.32257583981166,0.290253334853247
"31",31,402.725863341603,549.984121750843,845.624665767046,65.4830537374804,97.0020193728752,1.3378513130157,0.346647760830915,0.237600326676708,0.415751912492376
"32",32,759.256037712759,475.077194149127,519.807926086331,39.4725770600518,12.0170953247934,109.489340205829,0.176014392034854,0.180153829143603,0.643831778821543
"33",33,381.404813961908,438.485801679546,669.109918648473,15.3385231397788,4.27488002583363,114.888230733613,0.290085503582068,0.294302623786784,0.415611872631148
"34",34,474.333939725235,596.037256979612,891.870449937856,18.2559386437521,95.1231390241581,5.80620828890985,0.184727142030602,0.417417977348514,0.397854880620885
"35",35,375.879567499824,490.922554713944,731.774652536857,9.83121502570146,97.4920803291152,29.503381240177,0.26968596505551,0.465907470826552,0.264406564117938
"36",36,774.152043934227,569.013605546702,309.059393309285,91.5299790864252,38.1508018000415,101.203674929807,0.40348116067736,0.369022576661109,0.227496262661531
"37",37,532.554077124316,916.960095052239,829.529507609557,100.490937391748,63.9435517590269,46.048517811734,0.742697410790672,0.150595445464736,0.106707143744592
"38",38,458.593926338134,614.679131309721,724.647169827892,27.8870110927288,99.9907113494673,35.2852123755071,0.440432674202987,0.261981097905947,0.297586227891066
"39",39,340.454779496279,551.457952541193,714.276032714376,86.3873932987057,72.697214247377,73.8624842284604,0.373382728450258,0.375816874832613,0.250800396717128
"40",40,890.357362839356,469.113360404107,875.886374920348,88.5333010066865,56.2418575255266,53.4637227842424,0.169215540518796,0.633340700014224,0.19744375946698
"41",41,457.537095798025,584.259146567141,890.162800534491,1.95882474317024,74.5978774132065,45.2067086448622,0.312415554189829,0.278616386431578,0.408968059378594
"42",42,449.081148970198,613.940881998523,714.569729155948,8.61994648330047,45.2707526767099,153.6980906497,0.321110584633919,0.214677103681731,0.46421231168435
"43",43,357.628165838325,502.415041047143,594.260889130982,71.6378799568554,19.8266889567586,90.8239277634112,0.296791264607065,0.251817962680379,0.451390772712556
"44",44,447.091876762249,551.890523486768,751.49997362124,63.7494707588418,1.3481357338234,25.0543377406287,0.637825297407469,0.163909227419549,0.198265475172981
"45",45,350.415169174462,559.263727469022,706.60009249603,89.3191846387783,61.9322468588845,66.6992150282206,0.421706099032551,0.33312527589843,0.245168625069019
"46",46,335.876269376276,602.068871887028,819.261693856662,71.7219407743996,75.4648432855226,21.9074390924811,0.127040583592329,0.46900365950365,0.403955756904021
"47",47,364.33967796922,540.247262101834,817.740867288265,8.04273377776415,44.1437848552683,8.69081888680144,0.419471986425127,0.476287731921558,0.104240281653315
"48",48,399.074296598942,548.953376168415,713.724161154869,19.5949547818084,41.1208411766141,61.3812060315341,0.543411155125903,0.305652124482255,0.150936720391842
"49",49,444.449313297564,395.293739486808,607.842441327792,2.75854477959514,27.9153302903103,116.672173766087,0.38188693602169,0.16362211096793,0.454490953010381
"50",50,536.913495840435,655.195877308803,755.250659405232,82.7209279921,28.8198455935724,48.329010017351,0.613830696316464,0.0768082232698943,0.309361080413642
"51",51,491.712624361975,570.777997848539,828.30074693379,103.607865441003,9.31972546755799,20.2969230347109,0.288260480702436,0.422229774414007,0.289509744883557
"52",52,319.83466279818,755.918031686125,598.291882157393,7.89262650748063,36.0602554453929,50.345576591891,0.421753498849002,0.0745325536248088,0.503713947526189
"53",53,421.148096684578,543.162559581865,711.851228162337,50.6957843585653,89.8773707847596,27.7769121851174,0.465123764957679,0.408113867756015,0.126762367286306
"54",54,318.31804305594,618.09810807744,854.7913174192,29.1784856275357,68.4613487922296,54.342849266934,0.402302824676756,0.458506725433481,0.139190449889763
"55",55,776.610110156674,365.964008406242,490.08959268867,80.7621950507699,77.7953067730313,43.2302024123249,0.547225872139284,0.227659469226503,0.225114658634213
"56",56,415.761033529971,671.998028707614,811.564736203578,79.0557042617486,66.5829794730245,18.0613715949215,0.605773768056974,0.101968844519867,0.292257387423159
"57",57,553.069197444493,841.42213237459,796.284820158172,110.214834410892,34.0288181955098,25.5343598519899,0.908611675341793,0.0515208971332429,0.039867427524964
"58",58,458.531166297042,554.717643551432,808.806113303401,74.8031626346291,14.2553865124568,71.0703993159051,0.527304149183299,0.293953807888193,0.178742042928508
"59",59,433.137742731459,635.289247091819,800.120450553404,49.0050408342886,56.4352288866745,29.3666007073376,0.448810965392831,0.176690731119942,0.374498303487227
"60",60,556.16090270693,447.525245245773,908.188260387845,90.7008888531774,26.7738875727094,65.0487421669772,0.20906454832982,0.417703860435933,0.373231591234247
"61",61,344.908648760936,712.01524967057,551.500156865058,53.275579029403,65.0970071237306,57.5806783457717,0.370275347013974,0.149841824439144,0.479882828546882
"62",62,377.004388776568,535.762691433652,815.914148880345,34.4029115304699,53.8408041817089,61.2970419894039,0.374047072567672,0.494002122308116,0.131950805124212
"63",63,370.967822682869,541.061169911272,838.14381974031,91.4117978223366,47.8056489030877,33.9509385913779,0.451064793625779,0.329389179816195,0.219546026558025
"64",64,388.260372498163,642.358763263651,793.35621285606,68.059523748002,65.9959963973238,44.8949828342709,0.402520776513865,0.241663575666659,0.355815647819476
"65",65,412.710256210312,563.999248276462,795.828514347083,50.8475137990674,58.4314435144841,17.4334012039562,0.33920827115799,0.421424982283859,0.239366746558151
"66",66,476.725466274892,519.913282855477,757.992104102926,17.0465972496841,72.0609295238333,66.1783132182375,0.287782341150661,0.376681293694673,0.335536365154666
"67",67,425.609246649012,570.669006477078,764.379883092836,59.1495148541049,71.699512019008,77.8734622576745,0.509329513513084,0.152608949477249,0.338061537009668
"68",68,891.834388744386,578.491219300196,476.288595837931,63.9485450146297,6.62086543405966,96.2476598201983,0.31088665328977,0.184345685174766,0.504767661535464
"69",69,460.814774588767,599.311885104988,659.604377425156,66.2855746682697,16.1407584201386,117.273082318431,0.147575476887536,0.404709292282665,0.447715230829799
"70",70,398.913828463133,668.926273881582,790.488815062208,31.5088839118783,59.4994696366832,4.60060197992898,0.52759398974035,0.210678485682077,0.261727524577573
"71",71,414.380746302398,472.654190104693,723.488366568614,100.779392066497,77.3831957158506,85.3368381776399,0.257006187433655,0.383464644414892,0.359529168151453
"72",72,456.541715596658,578.345794429333,745.815656972917,26.1400603848625,87.2102752200936,22.1457009211992,0.291911077217875,0.584270679538289,0.123818243243836
"73",73,346.497940637272,707.437131849046,569.956465314476,13.4520249733018,100.053650590776,68.658644142319,0.203001160272135,0.458559589677953,0.338439250049912
"74",74,443.12359953078,720.093330104208,614.834095093665,49.8938160848413,16.3664585680866,90.6000136130126,0.337860739369653,0.275830454323975,0.386308806306372
"75",75,305.391959960777,474.420245844558,856.992524649411,32.3861390997306,113.973206437359,2.67643316358056,0.210178302732834,0.505410302276714,0.284411394990452
"76",76,337.186911983466,528.577610587015,696.618827202293,33.43747436094,66.4744123392531,40.7009155772694,0.217913427447084,0.521942066145672,0.260144506407244
"77",77,411.473606895708,556.479452302908,714.689687608377,6.60287138670976,62.3156767608737,16.7038976175672,0.139073955124005,0.542028726597154,0.31889731827884
"78",78,356.480981126296,526.489991471533,832.801525503014,66.1314599498715,55.2025433736706,57.9944114107623,0.211652604728802,0.492608849025904,0.295738546245295
"79",79,376.456508455756,707.016233653638,884.141182403724,73.0062171583548,116.391203627127,43.7862999018068,0.268193746750234,0.624910395701264,0.106895857548502
"80",80,482.440526424465,577.843526245708,729.406229764632,99.6646690260152,19.7461300102526,76.4548036248867,0.538907901000234,0.302264705056762,0.158827393943004
"81",81,423.757446713419,615.133785442295,702.870960234931,60.7231293087552,77.3605577006396,8.87330934375966,0.576582857608923,0.311899299753017,0.11151784263806
"82",82,492.048670109115,577.257310160316,850.898123436301,36.8310583027447,110.347073768957,36.2697150322031,0.284634101908911,0.555872951929073,0.159492946162016
"83",83,379.062078016425,491.774723027032,769.502880476673,6.59561197768933,68.8264585497457,8.27973785116904,0.191426510060704,0.571648341202074,0.236925148737222
"84",84,472.390594619729,771.366320722593,693.774011731052,158.476781665952,60.4952872553607,2.66013868051017,0.501037761641982,0.196037190885348,0.30292504747267
"85",85,403.134254054855,564.675211073356,711.263134622871,11.4264115454585,79.0117874126958,4.35509870364412,0.261597816455312,0.464533797205156,0.273868386339532
"86",86,933.633678808063,515.422055950702,637.153170024685,39.1295164490661,76.09957887198,89.9842657224674,0.0078750349348923,0.44851314534418,0.543611819720927
"87",87,408.82860910668,575.221980839038,855.798485388457,28.7836268257289,108.323952695933,52.0559242321526,0.308055682898166,0.494125231974836,0.197819085126998
"88",88,429.943522330328,340.715482550849,723.62924266821,12.7585475134212,75.5723451283776,98.5662575923054,0.40831995552868,0.102065073374965,0.489614971096356
"89",89,514.547201087812,485.957034318391,658.339960628037,34.0211911018294,4.46551768984311,123.643289397867,0.453575140698196,0.215990295135267,0.330434564166537
"90",90,455.032242452031,541.961820002539,645.770478923148,17.1518781410278,7.8651461010896,81.3120216515366,0.329831351476574,0.111773853229421,0.558394795294005
"91",91,281.739013899462,523.882700632113,840.308275064205,13.7387712253847,122.568574061062,50.4262931515893,0.0150906650140328,0.650781083992542,0.334128250993426
"92",92,416.752399681721,664.484058149338,780.760968468277,83.2833022095037,11.5339408624166,17.5788318807102,0.541487301842186,0.16770046802741,0.290812230130403
"93",93,517.873106600588,286.199789529654,712.898619055893,89.8780657585691,76.8537037180986,27.6044004930585,0.809355858911677,0.0741057366325488,0.116538404455775
"94",94,322.33493556003,534.440145163084,719.035325803566,27.15819808421,94.6735702836497,51.0755996137779,0.22748853504887,0.551025475552939,0.22148598939819
"95",95,443.830436058717,492.157595746677,772.112920012129,51.1381161825022,113.028520008113,3.71807193074773,0.220892499761112,0.509926330739582,0.269181169499305
"96",96,492.202961754915,522.488025283409,805.749106118764,79.0069679324426,5.37486136873602,33.0014967424183,0.518590297402645,0.294428633954323,0.186981068643032
"97",97,464.940633348054,691.018442517906,844.086328779136,77.2755998486636,69.6044750135346,5.80560398889338,0.559558436405498,0.138221620385873,0.302219943208629
"98",98,318.029265344365,392.784127244243,702.949130068755,25.5458344617974,74.6286150720953,132.659560746068,0.0452881560457978,0.545646180867036,0.409065663087166
"99",99,855.201747736395,445.797115591531,576.296969439815,90.3438439124716,73.8755841115557,39.5335721722232,0.163338503331531,0.413022908667349,0.42363858800112
"100",100,450.256080477564,631.056688998403,796.290072483703,58.1053957967591,29.3240076254563,95.4833130678821,0.366833551278136,0.299396630601127,0.333769818120736
"101",101,346.787181583929,483.98044365348,797.157403560831,39.4986242596815,51.7503316577504,13.2730205373566,0.0471623807992135,0.664815101478134,0.288022517722652
"102",102,506.626840093187,506.575232395622,796.563975533595,87.2715190258348,11.0021824076287,88.2344689854062,0.412670980878215,0.289626780637917,0.297702238483867
"103",103,322.136478330869,528.480015386308,890.579671010078,15.1255655429818,74.649853802322,47.4715672758439,0.110224870663869,0.3797080466327,0.510067082703431
"104",104,484.079450030108,786.341255502015,615.517650838396,17.5098587725968,68.5328941532303,3.81700243299483,0.473864852202802,0.201234282795637,0.324900865001561
"105",105,303.111608577192,547.839122324774,773.347334182602,68.2396031332086,45.9286943421607,21.5346267705312,0.304283901661892,0.425402364177951,0.270313734160158
"106",106,318.039715533115,445.556701795589,703.630794870412,8.6761690249226,52.0198506344127,56.2102022037369,0.134719538857552,0.199659068251299,0.665621392891149
"107",107,304.954241721009,892.583355943823,514.216477799572,11.9718907050777,32.7146745551501,67.8996825418997,0.385690519040856,0.238133924335493,0.376175556623652
"108",108,430.627310146714,498.745932380857,789.944513715951,3.29559753738619,56.5883672763365,14.426891308644,0.273955226398718,0.421917655224927,0.304127118376355
"109",109,567.014533238942,399.076406885846,750.273750305192,8.04884136718523,56.3495966744157,110.617046743481,0.37708021543952,0.0906866656941158,0.532233118866364
"110",110,418.290907249845,632.321274911561,690.833779164084,10.7510263328948,27.9462445880402,150.003090734405,0.280976786394734,0.152705300736255,0.566317912869011
"111",111,384.207272482411,598.061920690058,810.825172322506,62.5861511713012,67.1255602292474,41.122262769077,0.395731877525203,0.325799333856581,0.278468788618216
"112",112,481.264566663907,676.861175623523,749.310942684033,26.4753034758513,22.2304789104492,43.4706610914582,0.430379952338578,0.108639758124161,0.46098028953726
"113",113,473.906065836229,683.569499884616,850.734782513957,67.2647911192136,56.1499690869014,25.8481878481515,0.318937556862159,0.528342205523918,0.152720237613923
"114",114,406.986365153488,515.01669123543,730.475972508895,3.19891208547847,138.427446269725,74.220608346318,0.347487008920023,0.314980868585546,0.337532122494431
"115",115,461.96275321928,614.859695667012,723.631621357744,88.3807409459986,10.0190059379951,39.5258814684495,0.506999774676469,0.310173554117922,0.18282667120561
"116",116,418.773115731574,221.847991896959,694.47937313505,50.2350431655696,48.5780743963363,93.4123011437339,0.455000184065988,0.00345788109650352,0.541541934837509
"117",117,766.373600230772,552.20660118559,786.176783065656,2.23695938753881,38.0823222033123,71.9658093877271,0.0166490521246522,0.68323014612011,0.300120801755238
"118",118,523.534635670223,448.008952405316,841.837101863624,58.2681578423618,7.08990377229302,58.0667549211786,0.485121292106921,0.193180493577775,0.321698214315304
"119",119,324.655455181203,549.399613974119,707.226660646646,51.2788139563667,20.9063570905739,16.1561648675446,0.241606578401634,0.411585457259365,0.346807964339001
"120",120,441.685943320754,590.128059046794,840.457274666971,110.940674633337,8.35515903292253,89.090905537651,0.569025648259123,0.236615077802611,0.194359273938266
"121",121,322.252229532687,546.228225354253,712.18787909424,69.7834791001644,28.5654867466051,97.5572629079509,0.232197695721473,0.465870615991855,0.301931688286673
"122",122,451.374096520082,523.805318120159,767.444204894966,32.3634931109358,29.3395880950076,59.7000062771342,0.156819614630843,0.754086870802271,0.0890935145668862
"123",123,493.066003227673,592.08838375649,613.171553610759,49.8347562382689,10.949461726515,82.6880992115385,0.216437345397859,0.0347568621518341,0.748805792450307
"124",124,408.437677523162,518.580751173017,845.055309005363,28.1791344790523,88.8697319069845,8.96809122410638,0.194382527416573,0.388459245913169,0.417158226670258
"125",125,445.579527557325,683.619097838178,764.49350962485,65.7396434236207,9.80316101485927,14.4520080106513,0.352262885810504,0.368635293156504,0.279101821032992
"126",126,487.311395056784,680.018197018121,770.935971902958,65.275166052985,14.557682639935,32.9631352759993,0.471834800487977,0.248566026641507,0.279599172870516
"127",127,355.438910776254,424.544989662071,644.92064531163,55.2006930033492,21.8474124147216,136.339141564183,0.158986820379409,0.300510550681453,0.540502628939138
"128",128,413.694396157992,543.866548224756,720.100716875772,119.344247020911,9.4195564056518,44.2850925785993,0.562253343900874,0.304327428685567,0.133419227413559
"129",129,423.043720856626,581.751733828385,813.586595720891,48.3962626164686,66.2571221339808,22.5168522394345,0.448388809390788,0.18168607688818,0.369925113721032
"130",130,441.01477894252,504.878108293314,870.560914954819,141.565882766378,6.49499557184372,26.7005640480355,0.650041634871352,0.026044985171221,0.323913379957427
"131",131,361.496639903801,539.308460167503,702.794598890703,10.6182257151355,102.125507198852,73.2837924091506,0.266944273992772,0.340467641730604,0.392588084276624
"132",132,438.041219153397,532.941085067027,618.614060896838,79.2049754556604,3.86134525869913,162.901372937681,0.320428395803731,0.394183726744721,0.285387877451548
"133",133,419.481066650018,709.292272682113,537.536787762544,66.8480616801273,51.8115406284567,145.5983305933,0.174201395917338,0.405083775606867,0.420714828475795
"134",134,451.93568689968,503.354557745215,860.928766679538,4.50903013832026,38.1764726836178,86.2087373829266,0.0343203682902141,0.767519116680978,0.198160515028808
"135",135,473.483404289487,677.96646427302,889.115452874009,46.9778074759664,28.050883486743,73.5071048937483,0.462671777655515,0.278558272848049,0.258769949496436
"136",136,368.456150390842,506.7075614004,704.41610409902,33.4104404516214,56.2554199329518,4.66633187896273,0.249057933978353,0.380145676806097,0.370796389215549
"137",137,435.81350999421,548.419038464619,736.721560966474,31.8047952287027,100.309306386112,75.9320331667443,0.230891691302118,0.50115678067996,0.267951528017922
"138",138,525.078353323821,573.494130857176,747.941446313092,106.76016069367,38.4252780438193,12.9742049560799,0.52067307583368,0.193571364707444,0.285755559458876
"139",139,323.44367974429,530.856126900678,849.503989186577,5.95239937956101,76.7399722149696,9.26962446704149,0.32893671603116,0.463942907618263,0.207120376350578
"140",140,420.984698200124,551.011250858802,730.965275783912,84.8433844899005,17.1503646559028,81.4238683317515,0.364770956700361,0.349097231538631,0.286131811761008
"141",141,344.280863668014,637.312991332593,712.860289583822,1.39712878358855,77.6301122201182,14.6934448836764,0.308379924484294,0.36647016511507,0.325149910400636
"142",142,566.368381861218,421.507803899295,760.174178711361,63.3251800964991,49.6650920831081,23.1540335338259,0.16028282209014,0.666956111094733,0.172761066815127
"143",143,803.870324771094,475.691995289645,595.171108300388,55.4958014335817,40.0349426950053,34.4358819846432,0.175209268774047,0.654742885889425,0.170047845336528
"144",144,475.302407022098,450.907597371241,763.113366780147,78.7209373371278,22.9467301698642,86.0925168328388,0.566694917219824,0.197140204382655,0.236164878397522
"145",145,322.759943891779,565.464096798603,871.03599792707,47.8715123831262,71.3038545819564,63.5413328488699,0.325309483435533,0.526047999011601,0.148642517552866
"146",146,417.189963173547,581.182438365462,755.272710325831,67.8023980327473,3.72792723512689,101.40412760526,0.587016088586469,0.135066785879638,0.277917125533894
"147",147,372.716519381608,590.53583081411,888.298725230343,48.4795753507125,68.3752926707163,3.77050669461552,0.41179299567946,0.395937054828597,0.192269949491943
"148",148,303.633530589545,478.30008344067,684.053276586686,86.5251549009989,4.21761206061009,119.253129836042,0.233003456802851,0.282866082729004,0.484130460468144
"149",149,550.042195956932,611.391215011133,599.025621924151,45.321519725933,23.0254450828504,129.214447903484,0.272297611301946,0.213450177484343,0.514252211213712
"150",150,459.703821648552,533.942599008331,723.194799306131,29.9562152116519,4.13885834795771,165.637127861668,0.347705884891699,0.211042175996632,0.44125193911167
"151",151,380.864108188505,552.038328585936,883.378773940184,9.43020050870316,59.8932719628663,43.083931777791,0.171114133252749,0.646132001408823,0.182753865338428
"152",152,482.766638628277,595.45414434643,853.714638170988,50.8213453578264,97.7259125361829,54.3106544494907,0.370627456199027,0.220308541435391,0.409064002365582
"153",153,439.932488274554,600.895237029259,889.524632224311,92.8077048742337,4.67538726090242,25.386368910316,0.385021919553427,0.224752294278517,0.390225786168056
"154",154,413.299091861338,575.624460385292,810.09381448785,82.1808733267132,42.8076304076816,96.1640688030172,0.457371612717157,0.29822841853525,0.244399968747593
"155",155,513.325523166892,485.655779195655,867.792845516867,102.396220800889,13.3775705646693,17.2111228712308,0.536954927057147,0.179810122954213,0.28323494998864
"156",156,427.086402288468,672.289712892871,831.389083086138,37.0279325191736,73.2307609158333,36.1777338318725,0.271938131643218,0.496294298665047,0.231767569691735
"157",157,464.253276111899,457.601395764444,708.922446291812,25.0618220431596,87.0018126711301,41.0146088810708,0.383810499279301,0.28651176089144,0.329677739829258
"158",158,340.131232746982,514.516771552274,899.083688228208,38.2563704953161,74.0204843488189,77.9896420739942,0.343658268691927,0.378706091443985,0.277635639864088
"159",159,463.944763330698,520.107500898468,582.872065705598,181.708527042106,32.5263692925876,15.881734071318,0.768018484208402,0.179577680653113,0.0524038351384843
"160",160,462.239850614241,537.60475765063,705.683509167266,2.63426199327841,23.7902660829051,54.399006287389,0.187819929554323,0.350920722861744,0.461259347583934
"161",161,584.982808391796,430.079921232866,676.202426342149,176.646602015034,52.9918172759101,18.5780076655523,0.301504205914715,0.436748856544076,0.261746937541209
"162",162,478.604101568606,576.376257775505,716.644692165597,26.4363257114309,38.0001259087382,37.3438892809154,0.317104467678341,0.459503003345819,0.223392528975839
"163",163,356.640522635843,459.486555190832,724.64556227138,19.6829876233705,35.7501885509686,15.1208677226722,0.019767419039591,0.669552971608341,0.310679609352068
"164",164,330.45013848234,542.33177185376,760.429438759538,9.0400037310606,59.6479548193343,80.0303830031885,0.412447169601667,0.265319190348089,0.322233640050244
"165",165,345.682611326766,601.949455995026,850.459874684071,73.8901219723173,86.9679038964859,40.04971676388,0.203282392466691,0.55457483441981,0.242142773113499
"166",166,386.92064248755,713.140330388738,736.727558920509,26.400542676486,1.55539540610779,107.856672752986,0.308464575961739,0.00714581043079605,0.684389613607465
"167",167,359.95982868664,498.485932828997,885.794294714359,56.3983837651009,71.5794828495132,72.8546674335836,0.0608997643411042,0.648394480114028,0.290705755544868
"168",168,381.277722744587,577.737797253758,801.487763761926,15.4461411456249,72.5561308341341,11.0622788711391,0.282127643028149,0.459825827062289,0.258046529909562
"169",169,464.651881225972,553.01019970207,711.225233132397,78.5433257928642,5.86376710182402,40.5742037806413,0.785244554760437,0.0366759706652209,0.178079474574342
"170",170,427.963823049436,629.837213145828,710.413914624904,9.5600444928572,33.9205709634913,60.0089876658599,0.187081077270724,0.630977804617696,0.18194111811158
"171",171,494.284565928421,720.8930264291,671.101668208421,91.6669368812846,22.0630634561247,3.51789476381878,0.544612620612303,0.145790205844501,0.309597173543196
"172",172,442.262313789081,526.309857834446,820.965034507905,74.2572285243801,37.598856480304,75.8994821326428,0.149771883242842,0.52058786063446,0.329640256122698
"173",173,449.679601342139,540.453089044075,715.608387395182,86.8421865278017,23.5096634357041,6.99284060717097,0.635838930248457,0.245666073471833,0.118494996279711
"174",174,411.958629584403,840.439110280025,703.808104387495,57.3588414977856,75.9637334104288,60.2806172397966,0.568164722884255,0.123949796455615,0.307885480660129
"175",175,320.452786797522,463.924490027833,846.003144981838,27.8154938516657,55.3034396904762,29.3892045765856,0.0769835943242297,0.60832005143028,0.31469635424549
"176",176,370.672669864674,564.554485168119,752.90177722131,83.0360366499046,38.9621282350331,76.1763034013846,0.292913269735085,0.536581781297742,0.170504948967173
"177",177,512.771927072364,335.549098047304,835.322099086635,115.541188017426,46.0550735922401,20.4343466249663,0.471248512083083,0.356404635363709,0.172346852553208
"178",178,873.794373192941,506.991359513969,792.778733839838,42.9887901547564,68.4929413704604,21.7354726873691,0.152094664516388,0.809226650656639,0.0386786848269728
"179",179,454.490066789684,475.581101482128,716.619130653184,6.34583277957668,82.3076986866749,13.9490281587614,0.185089599640892,0.548176054115996,0.266734346243112
"180",180,368.97169683248,533.963627286219,657.543817993365,65.9191276466979,40.4173257157791,92.5381690203931,0.100901134092708,0.53503895615851,0.364059909748782
"181",181,318.470936305095,422.577775101565,706.412270269488,68.1938939565541,17.3218659681,192.916133380283,0.223874892608919,0.28039796135727,0.495727146033811
"182",182,382.54819444709,685.816648420516,555.376102895512,7.70524659655615,39.7412513744811,70.7550180202705,0.32723829593965,0.500336269332426,0.172425434727923
"183",183,403.719259136569,545.170930138173,699.236097392363,25.5229463886706,109.849263980109,121.059705366488,0.263927846647134,0.542611144012665,0.193461009340202
"184",184,364.780908677777,639.78918848822,661.324949960301,38.5367390858333,149.346742705423,22.6094020382496,0.315367192890417,0.476565603042614,0.208067204066969
"185",185,311.293295993411,511.775500151172,809.085108327203,14.0932254280334,53.2978153962599,49.1910240284171,0.262340885782841,0.609636555739677,0.128022558477481
"186",186,441.684642315263,679.779233884754,787.397173970224,135.773036428247,16.7269981533034,62.7169722149166,0.353178603132552,0.305877531783976,0.340943865083472
"187",187,460.807779706741,504.673126551842,757.325486251971,75.53963409201,28.5196128347924,88.8559252564367,0.39476115110336,0.101355327583471,0.503883521313169
"188",188,303.737011119848,496.846091144561,671.541132778893,40.7321415765646,31.7461808191808,82.1728508858571,0.294874347403499,0.29708936537624,0.40803628722026
